MAK	HER	WHK	BLF	WPF	SUF	WIF	WTF	FOU	HAL	PLA	FLA	BFT	TUN	BIL	MPF	BUT	BPF	ANC	GOO	MEN	FDE	COD	SHK	OHK	POL	RHK	BSB	SCU	TYL	RED	OPT	SAL	DRM	STB	TAU	WOL	SDF	FDF	HAD	YTF	DOG	SMO	SSH	DSH	BLS	POR	PSH	WSK	LSK	SK	SB	PIN	REP	RWH	BWH	SWH	TWH	INV	LSQ	ISQ	SCA	QHG	CLA	BFF	BG	LOB	RCB	BMS	NSH	OSH	ZL	BD	MA	MB	SG	BC	ZG	PL	DF	PS	ZM	ZS	PB	BB	BO	DL	DR	DC	DLsed	DRsed	DCsed
0.05	0.1	0.15	0	0	0	0	0	0	0	0	0	0.2	0.075	0.01	0.1	0.1	0.06	0.06	0	0.061	0.061	0	0.15	0.15	0.15	0.15	0	0	0	0.15	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.15	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TUN1	xx																																																																																										
0.15	0.09	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.1	0.3	0.08	0.08	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TUN2	xx																																																																																										
0.15	0.09	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.1	0.3	0.08	0.08	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TUN1	xx																																																																																										
0.15	0.04	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.2	0.3	0.06	0.06	0	0.0475	0.0475	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TUN2	xx																																																																																										
0.15	0.04	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.2	0.3	0.06	0.06	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BIL1	xx																																																																																										
0.15	0.09	0	0	0	0	0	0	0	0	0	0	0.2	0.075	0.075	0.1	0.3	0.08	0.08	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BIL2	xx																																																																																										
0.15	0.09	0	0	0	0	0	0	0	0	0	0	0.03	0.075	0.075	0.1	0.3	0.08	0.08	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BIL1	xx																																																																																										
0.15	0.04	0	0	0	0	0	0	0	0	0	0	0.03	0.075	0.075	0.2	0.3	0.06	0.06	0	0.0475	0.0475	0	0.1875	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BIL2	xx																																																																																										
0.15	0.04	0	0	0	0	0	0	0	0	0	0	0.2	0.075	0.075	0.2	0.3	0.06	0.06	0	0.061	0.061	0	0.1875	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1MPF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	1.00E-04	0	0	0	0	0
pPREY1MPF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	1.00E-04	0	0	0	0	0
pPREY2MPF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	1.00E-04	0	0	0	0	0
pPREY2MPF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	1.00E-04	0	0	0	0	0
pPREY1BUT1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.2	0.1	0.00677529	0.25	0.25	0	0.03	0.27	0.04	0	0	0	0	1.00E-07	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
pPREY1BUT2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.2	0.1	0	0	0	0	0.03	0.27	0.04	0	0	0	0	1.00E-07	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
pPREY2BUT1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0	0	0	0.2	0.1	0.00677529	0.2	0.2	0	0.03	0.27	0.04	0	0	0	0	1.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BUT2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0	0	0	0.2	0.1	0	0	0	0	0.03	0.27	0.04	0	0	0	0	1.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BPF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.15	0.225	0.00677529	0.25	0.25	0	0.03	0.27	0.0675	0	0	0	0	0.05	0	0	0	0.1	0.01	0	0	0.1	0	0	0	0	0	0
pPREY1BPF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.225	0	0	0	0	0.03	0.27	0.0675	0	0	0	0	0	0	0	0	0.1	0.01	0	0	0.01	0	0	0	0	0	0
pPREY2BPF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0	0	0	0.15	0.225	0.00677529	0.2	0.2	0	0.03	0.27	0.0675	0	0	0	0	0.05	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2BPF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.225	0	0	0	0	0.03	0.27	0.0675	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY1ANC1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.03428571	0	0	0	0	0	0	0	0	0.1	0	0	0	0.05	0.05	0	0	0	0	0
pPREY1ANC2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03428571	0	0	0	0	0	0	0	0	0.1	0	0	0	0.05	0.05	0	0	0	0	0
pPREY2ANC1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.1	0	0	0	0	0	0.1	0.03428571	0	0	0	0	0	0	0	0	0.1	0	0	0	0.05	0.05	0	0	0	0	0
pPREY2ANC2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.03428571	0	0	0	0	0	0	0	0	0.1	0	0	0	0.05	0.05	0	0	0	0	0
pPREY1GOO1	xx																																																																																										
0.12	0.05	0.03	0	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0.06	0.12	0.2	0.2	0.12	0.05	0.05	0.12	0.24	0.054	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.12	0.03	0.095	0	0	0	0	0	0	0.12	0.015	0.18	0	0	0	0	0	0	0	0.3	0.24	0.048	0.12	0.04	0.04	0.048	0.06	0.06	0.08	0.08	0.036	0.03	0.12	0.18	0	0	0	0.05	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1GOO2	xx																																																																																										
0.12	0.1	0.03	0	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0	0	0	0.06	0.12	0.2	0.2	0.12	0.05	0.05	0.12	0.24	0.054	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.12	0.03	0	0	0	0	0	0	0	0.12	0.006	0.18	0	0	0	0	0	0	0	0.3	0.03	0.048	0.12	0.04	0.04	0.048	0.06	0.06	0.08	0.08	0.036	0.03	0.12	0.18	0	0	0	0.05	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2GOO1	xx																																																																																										
0.12	0.18	0.03	0	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0.08	0.12	0.18	0.05	0.12	0.1	0.24	0.12	0.24	0.054	0.2	0.2	0.2	0.2	0.24	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.24	0.24	0.12	0.1	0.06	0	0	0	0	0	0	0.12	0.015	0.18	0	0	0	0	0	0	0	0.3	0.24	0.048	0.12	0.04	0.04	0.048	0.06	0.06	0.06	0.06	0.036	0.03	0.12	0.18	0	0	0	0.1	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2GOO2	xx																																																																																										
0.12	0.18	0.03	0	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0	0	0	0.08	0.12	0.18	0.05	0.12	0.03	0.03	0.12	0.24	0.054	0.2	0.2	0.2	0.2	0.24	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.24	0.24	0.06	0.1	0.06	0	0	0	0	0	0	0.12	0.006	0.18	0	0	0	0	0	0	0	0.3	0.24	0.048	0.12	0.04	0.04	0.048	0.06	0.06	0.06	0.06	0.036	0.03	0.12	0.18	0	0	0	0.05	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1MEN1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.062	0.062	0	0	0.3	0	0	0	0	0	0	0.05	0	0	0.05	0.04	0	0	0	0.01	0	0	0	0	0
pPREY1MEN2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.05	0	0	0.05	0.04	0	0	0	0.01	0	0	0	0	0
pPREY2MEN1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.062	0.062	0	0	0.3	0	0	0	0	0	0	0.05	0	0	0.05	0.04	0	0	0	0.01	0	0	0	0	0
pPREY2MEN2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.05	0	0	0.05	0.04	0	0	0	0.01	0	0	0	0	0
pPREY1FDE1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2333333	0	0	0.03333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.05	0	0	0	0.06666667	0.1333333	0.18	0.03333333	0	0	0	0	0.03333333	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
pPREY1FDE2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2333333	0	0	0.03333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.05	0	0	0	0.06666667	0.1333333	0.18	0.03333333	0	0	0	0	0.03333333	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2FDE1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2333333	0	0	0.03333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.05	0	0	0	0.06666667	0.1333333	0.18	0.03333333	0	0	0	0	0.03333333	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
pPREY2FDE2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2333333	0	0	0.03333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.05	0	0	0	0.06666667	0.1333333	0.18	0.03333333	0	0	0	0	0.03333333	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
pPREY1COD1	xx																																																																																										
0.2571429	0.07	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0.06	0.3	0.065	0.065	0	0.075	0.075	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.03857143	0.1	0.035	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.08571429	0.08571429	0.2571429	0.08571429	0.07	0.12	0.06	0.06	0.03	0.04285714	0.035	0.04285714	0	0	0	0.05	0.03428571	0	0	0	0.1714286	0	0	0	0	0	0	0	0	0	0
pPREY1COD2	xx																																																																																										
0.048	0.07	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0.06	0.3	0.065	0.065	0	0.075	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03857143	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.08571429	0.08571429	0.2571429	0.08571429	0.07	0.12	0.06	0.06	0.03	0.04285714	0.035	0.04285714	0	0	0	0.05	0.03428571	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
pPREY2COD1	xx																																																																																										
0.2571429	0.2	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0.03	0.3	0.28	0.28	0	0.1	0.1	0	0	0	0	0	0	0.08571429	0	0	0	0	0.075	0	0	0	0.03857143	0.075	0.03	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08571429	0.08571429	0.08571429	0.08571429	0.2571429	0.08571429	0.07	0.12	0.1	0.1	0.03	0.04285714	0.035	0.04285714	0	0	0	0.1	0.03428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2COD2	xx																																																																																										
0.05	0.2	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.03	0.3	0.28	0.28	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03857143	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08571429	0.08571429	0.08571429	0.08571429	0.2571429	0.08571429	0.07	0.12	0.1	0.1	0.03	0.04285714	0.035	0.04285714	0	0	0	0.05	0.03428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SHK1	xx																																																																																										
0.28	0.048	0.048	0	0.05	0.24	0.12	0.24	0.03	0.05	0.048	0.048	0	0	0	0.06	0.24	0.04	0.12	0	0.07	0.07	0.12	0.106	0.05	0.05	0.05	0.05	0.05	0.05	0.054	0.05	0	0.05	0.05	0.05	0.05	0.05	0.05	0.12	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.09	0.12	0	0.1	0.1	0.03	0.042	0.18	0.15	0.15	0.12	0.18	0.12	0.03	0	0	0	0	0.048	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0
pPREY1SHK2	xx																																																																																										
0.033	0.048	0.048	0	0.05	0.24	0.12	0.24	0.03	0.05	0.048	0.048	0	0	0	0.06	0.24	0.04	0.12	0	0.07	0.07	0.12	0.106	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0	0.08	0.08	0.08	0.08	0.08	0.08	0.12	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.09	0.12	0	0.00749	0.00749	0.03	0.042	0.18	0.15	0.15	0.12	0.18	0.12	0.03	0	0	0	0	0.048	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0
pPREY2SHK1	xx																																																																																										
0.035	0.048	0.048	0	0.05	0.24	0.12	0.24	0.03	0.05	0.048	0.048	0	0	0	0.07	0.24	0.08	0.12	0	0.03	0.042	0.12	0.119	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0	0.07	0.07	0.07	0.07	0.07	0.07	0.12	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.07	0.12	0	0.1	0.1	0.03	0.042	0.18	0.18	0.18	0.12	0.18	0.12	0.03	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SHK2	xx																																																																																										
0.035	0.048	0.048	0	0.05	0.24	0.12	0.24	0.03	0.05	0.048	0.048	0	0	0	0.07	0.24	0.07	0.12	0	0.0375	0.042	0.12	0.20775	0.1	0.1	0.03	0.042	0.18	0.1	0.054	0.12	0	0.1	0.1	0.1	0.1	0.18	0.036	0.12	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.15	0.15	0	0.00749	0.00749	0.03	0.042	0.18	0.18	0.18	0.12	0.18	0.12	0.03	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1OHK1	xx																																																																																										
0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0.015	0.0625	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0.15	0.15	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.005	0	0	0	0.1	0.08	0.08	0.0493747	0.0493747	0.12	0.015	0.03	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1OHK2	xx																																																																																										
0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0.02	0.0625	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0	0	0	0	0	0.09	0.09	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.005	0	0	0	0.1052546	0.08	0	0	0.0493747	0.12	0.015	0.03	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2OHK1	xx																																																																																										
0.08	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0.05	0.065	0.065	0.007	0.0335	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0	0	0	0	0	0.08	0.08	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.004	0	0	0	0.1	0.08	0.08	0.2965613	0.2965613	0.12	0.015	0.03	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2OHK2	xx																																																																																										
0.08	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0.006375	0.036	0.075	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0.2	0.2	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.004	0	0	0	0.1052546	0.08	0	0	0.2965613	0.12	0.015	0.03	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1POL1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.015	0	0	0	0.1	0.105	0.08	0.0493747	0.0493747	0.015	0.03	0.19	0.06	0	0	0	0.05	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1POL2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.015	0	0	0	0.1052546	0.105	0.09	0.0493747	0.0493747	0.015	0.03	0.19	0.06	0	0	0	0.05	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2POL1	xx																																																																																										
0.105	0.06	0.015	0	0.275	0.275	0.275	0.275	0.275	0	0.275	0.275	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0	0.0335	0.08	0.08	0.08	0.08	0.08	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.015	0	0	0	0.1	0.105	0.08	0.2965613	0.2965613	0.015	0.03	0.19	0.06	0	0	0	0.1	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2POL2	xx																																																																																										
0.105	0.06	0	0	0	0	0	0	0	0	0.275	0.275	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.015	0	0	0	0.1052546	0.105	0.09	0.2965613	0.2965613	0.015	0.03	0.19	0.06	0	0	0	0.05	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1RHK1	xx																																																																																										
0.06	0.04	0	0.07	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0.135	0.0625	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0.15	0.15	0.05	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.005	0.045	0	0	0	0.1	0.08	0.08	0.0493747	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0
pPREY1RHK2	xx																																																																																										
