"Species","Cohort","N.Type","N.Value"
"Pelagic_Shark",7,"Reserve",2215224.43278859
"Pelagic_Shark",7,"Structural",835933.74822211
"Pelagic_Shark",8,"Reserve",2215224.43282519
"Pelagic_Shark",8,"Structural",835933.74823592
"Pelagic_Shark",9,"Reserve",2215224.43282611
"Pelagic_Shark",9,"Structural",835933.748236267
"Pelagic_Shark",10,"Reserve",2215224.43282613
"Pelagic_Shark",10,"Structural",835933.748236275
"Pinniped",1,"Reserve",1020099.63984069
"Pinniped",1,"Structural",384943.26031724
"Pinniped",2,"Reserve",1174454.31646832
"Pinniped",2,"Structural",443190.308101254
"Pinniped",3,"Reserve",1182514.40468342
"Pinniped",3,"Structural",446231.850823932
"Pinniped",4,"Reserve",1182916.63705809
"Pinniped",4,"Structural",446383.636625696
"Pinniped",5,"Reserve",1182936.66537104
"Pinniped",5,"Structural",446391.194479638
"Pinniped",6,"Reserve",1182937.66252783
"Pinniped",6,"Structural",446391.57076522
"Pinniped",7,"Reserve",1182937.71217336
"Pinniped",7,"Structural",446391.589499381
"Pinniped",8,"Reserve",1182937.71464506
"Pinniped",8,"Structural",446391.5904321
"Pinniped",9,"Reserve",1182937.71476812
"Pinniped",9,"Structural",446391.590478537
"Pinniped",10,"Reserve",1182937.71477425
"Pinniped",10,"Structural",446391.590480849
"Plaice",1,"Reserve",733.453540748708
"Plaice",1,"Structural",276.774921037248
"Plaice",2,"Reserve",3438.33804174885
"Plaice",2,"Structural",1297.48605349013
"Plaice",3,"Reserve",6702.35391885577
"Plaice",3,"Structural",2529.19015805878
"Plaice",4,"Reserve",9454.7021019082
"Plaice",4,"Structural",3567.81211392762
"Plaice",5,"Reserve",11439.0218842568
"Plaice",5,"Structural",4316.61203179501
"Plaice",6,"Reserve",12760.3467951464
"Plaice",6,"Structural",4815.2252057156
"Plaice",7,"Reserve",13602.8244621575
"Plaice",7,"Structural",5133.14130647452
"Plaice",8,"Reserve",14126.8971840175
"Plaice",8,"Structural",5330.90459774246
"Plaice",9,"Reserve",14448.2585490274
"Plaice",9,"Structural",5452.17303736882
"Plaice",10,"Reserve",14643.658604189
"Plaice",10,"Structural",5525.90890724113
"Pollock",1,"Reserve",7254.73883214993
"Pollock",1,"Structural",2737.63729515092
"Pollock",2,"Reserve",29743.0306742552
"Pollock",2,"Structural",11223.7851600963
"Pollock",3,"Reserve",54716.0456001837
"Pollock",3,"Structural",20647.5643774278
"Pollock",4,"Reserve",74915.5157396483
"Pollock",4,"Structural",28270.0059394899
"Pollock",5,"Reserve",89152.6728992718
"Pollock",5,"Structural",33642.5180751969
"Pollock",6,"Reserve",98512.024011933
"Pollock",6,"Structural",37174.3486837483
"Pollock",7,"Reserve",104435.195100071
"Pollock",7,"Structural",39409.5075849324
"Pollock",8,"Reserve",108103.612538876
"Pollock",8,"Structural",40793.8160524059
"Pollock",9,"Reserve",110347.224207852
"Pollock",9,"Structural",41640.4619652273
"Pollock",10,"Reserve",111709.304948001
"Pollock",10,"Structural",42154.4546973588
"Porbeagle_Shark",1,"Reserve",670327.500606398
"Porbeagle_Shark",1,"Structural",252953.773813735
"Porbeagle_Shark",2,"Reserve",751532.678006148
"Porbeagle_Shark",2,"Structural",283597.236983452
"Porbeagle_Shark",3,"Reserve",754813.400084993
"Porbeagle_Shark",3,"Structural",284835.245315092
"Porbeagle_Shark",4,"Reserve",754941.054464061
"Porbeagle_Shark",4,"Structural",284883.416778891
"Porbeagle_Shark",5,"Reserve",754946.014361218
"Porbeagle_Shark",5,"Structural",284885.288438195
"Porbeagle_Shark",6,"Reserve",754946.207062756
"Porbeagle_Shark",6,"Structural",284885.361155757
"Porbeagle_Shark",7,"Reserve",754946.214549565
"Porbeagle_Shark",7,"Structural",284885.363980968
"Porbeagle_Shark",8,"Reserve",754946.214840441
"Porbeagle_Shark",8,"Structural",284885.364090733
"Porbeagle_Shark",9,"Reserve",754946.214851742
"Porbeagle_Shark",9,"Structural",284885.364094997
"Porbeagle_Shark",10,"Reserve",754946.214852181
"Porbeagle_Shark",10,"Structural",284885.364095163
"Red_Hake",1,"Reserve",1481.40581253676
"Red_Hake",1,"Structural",559.021061334626
"Red_Hake",2,"Reserve",5684.004738725
"Red_Hake",2,"Structural",2144.90744857547
"Red_Hake",3,"Reserve",9927.64347210715
"Red_Hake",3,"Structural",3746.28055551213
"Red_Hake",4,"Reserve",13067.6526275519
"Red_Hake",4,"Structural",4931.18967077432
"Red_Hake",5,"Reserve",15105.9831228704
"Red_Hake",5,"Structural",5700.37098976243
"Red_Hake",6,"Reserve",16347.3664648169
"Red_Hake",6,"Structural",6168.81753389316
"Red_Hake",7,"Reserve",17078.6003356647
"Red_Hake",7,"Structural",6444.75484364704
"Red_Hake",8,"Reserve",17501.6234711091
"Red_Hake",8,"Structural",6604.38621551287
"Red_Hake",9,"Reserve",17743.9171505378
"Red_Hake",9,"Structural",6695.81779265576
"Red_Hake",10,"Reserve",17881.9251097363
"Red_Hake",10,"Structural",6747.89626782503
"Redfish",1,"Reserve",212.443685909428
"Redfish",1,"Structural",80.1674286450672
"Redfish",2,"Reserve",616.946526267475
"Redfish",2,"Structural",232.810009912255
"Redfish",3,"Reserve",989.37486205781
"Redfish",3,"Structural",373.349004550117
"Redfish",4,"Reserve",1255.65575502144
"Redfish",4,"Structural",473.832360385447
"Redfish",5,"Reserve",1425.82805055417
"Redfish",5,"Structural",538.048320963837
"Redfish",6,"Reserve",1528.65252732723
"Redfish",6,"Structural",576.850010312162
"Redfish",7,"Reserve",1588.96816870653
"Redfish",7,"Structural",599.610629700577
"Redfish",8,"Reserve",1623.78153341816
"Redfish",8,"Structural",612.747748459683
"Redfish",9,"Reserve",1643.69624989805
"Redfish",9,"Structural",620.262735810584
"Redfish",10,"Reserve",1655.03143688086
"Redfish",10,"Structural",624.540164860702
"Right_Whale",1,"Reserve",431057346.662468
"Right_Whale",1,"Structural",162663149.68395
"Right_Whale",2,"Reserve",431074167.554902
"Right_Whale",2,"Structural",162669497.190529
"Right_Whale",3,"Reserve",431074167.7737
"Right_Whale",3,"Structural",162669497.273094
"Right_Whale",4,"Reserve",431074167.773702
"Right_Whale",4,"Structural",162669497.273095
"Right_Whale",5,"Reserve",431074167.773702
"Right_Whale",5,"Structural",162669497.273095
"Right_Whale",6,"Reserve",431074167.773702
"Right_Whale",6,"Structural",162669497.273095
"Right_Whale",7,"Reserve",431074167.773702
"Right_Whale",7,"Structural",162669497.273095
"Right_Whale",8,"Reserve",431074167.773702
"Right_Whale",8,"Structural",162669497.273095
"Right_Whale",9,"Reserve",431074167.773702
"Right_Whale",9,"Structural",162669497.273095
"Right_Whale",10,"Reserve",431074167.773702
"Right_Whale",10,"Structural",162669497.273095
"Sandbar_Shark",1,"Reserve",70511.0306953757
"Sandbar_Shark",1,"Structural",26607.9361114625
"Sandbar_Shark",2,"Reserve",156885.438117328
"Sandbar_Shark",2,"Structural",59202.0521197464
"Sandbar_Shark",3,"Reserve",219276.523336528
"Sandbar_Shark",3,"Structural",82745.8578628408
"Sandbar_Shark",4,"Reserve",256099.651224968
"Sandbar_Shark",4,"Structural",96641.3778207425
"Sandbar_Shark",5,"Reserve",276053.632909221
"Sandbar_Shark",5,"Structural",104171.182229895
"Sandbar_Shark",6,"Reserve",286447.345019934
"Sandbar_Shark",6,"Structural",108093.337743371
"Sandbar_Shark",7,"Reserve",291759.005203933
"Sandbar_Shark",7,"Structural",110097.737812805
"Sandbar_Shark",8,"Reserve",294448.157001445
"Sandbar_Shark",8,"Structural",111112.512076017
"Sandbar_Shark",9,"Reserve",295803.271985597
"Sandbar_Shark",9,"Structural",111623.87622098
"Sandbar_Shark",10,"Reserve",296484.553390713
"Sandbar_Shark",10,"Structural",111880.963543665
"Scup",1,"Reserve",616.155743690073
"Scup",1,"Structural",232.51160139248
"Scup",2,"Reserve",2647.76468567561
"Scup",2,"Structural",999.156485160607
"Scup",3,"Reserve",4970.87892772494
"Scup",3,"Structural",1875.80336895281
"Scup",4,"Reserve",6877.63027276354
"Scup",4,"Structural",2595.33217840134
"Scup",5,"Reserve",8232.28075348519
"Scup",5,"Structural",3106.52103905102
"Scup",6,"Reserve",9126.83521438492
"Scup",6,"Structural",3444.08876014525
"Scup",7,"Reserve",9694.4484215118
"Scup",7,"Structural",3658.282423212
"Scup",8,"Reserve",10046.5328036211
"Scup",8,"Structural",3791.14445419663
"Scup",9,"Reserve",10262.06558479
"Scup",9,"Structural",3872.47757916602
"Scup",10,"Reserve",10392.9854795916
"Scup",10,"Structural",3921.88131305344
"Seabird",1,"Reserve",3895.69846782229
"Seabird",1,"Structural",1470.07489351785
"Seabird",2,"Reserve",5261.90255705217
"Seabird",2,"Structural",1985.62360643478
"Seabird",3,"Reserve",5422.14478577972
"Seabird",3,"Structural",2046.09237199235
"Seabird",4,"Reserve",5439.22125386895
"Seabird",4,"Structural",2052.5363222147
"Seabird",5,"Reserve",5441.02318614666
"Seabird",5,"Structural",2053.21629665912
"Seabird",6,"Reserve",5441.21313159143
"Seabird",6,"Structural",2053.28797418545
"Seabird",7,"Reserve",5441.23315195154
"Seabird",7,"Structural",2053.29552903832
"Seabird",8,"Reserve",5441.23526208483
"Seabird",8,"Structural",2053.29632531503
"Seabird",9,"Reserve",5441.23548449128
"Seabird",9,"Structural",2053.29640924199
"Seabird",10,"Reserve",5441.23550793274
"Seabird",10,"Structural",2053.29641808783
"Shallow_Demersal_Fish",1,"Reserve",727.572240841817
"Shallow_Demersal_Fish",1,"Structural",274.555562581818
"Shallow_Demersal_Fish",2,"Reserve",2998.74189953233
"Shallow_Demersal_Fish",2,"Structural",1131.60071680465
"Shallow_Demersal_Fish",3,"Reserve",5361.22388277528
"Shallow_Demersal_Fish",3,"Structural",2023.10335199067
"Shallow_Demersal_Fish",4,"Reserve",7114.20661799082
"Shallow_Demersal_Fish",4,"Structural",2684.60627093993
"Shallow_Demersal_Fish",5,"Reserve",8243.16051456748
"Shallow_Demersal_Fish",5,"Structural",3110.62660927075
"Shallow_Demersal_Fish",6,"Reserve",8922.14072884341
"Shallow_Demersal_Fish",6,"Structural",3366.84555805412
"Shallow_Demersal_Fish",7,"Reserve",9316.31043088616
"Shallow_Demersal_Fish",7,"Structural",3515.58884184384
"Shallow_Demersal_Fish",8,"Reserve",9540.85309094997
"Shallow_Demersal_Fish",8,"Structural",3600.32192111319
"Shallow_Demersal_Fish",9,"Reserve",9667.45592203426
"Shallow_Demersal_Fish",9,"Structural",3648.09657435255
"Shallow_Demersal_Fish",10,"Reserve",9738.43478163211
"Shallow_Demersal_Fish",10,"Structural",3674.88104967249
"Silver_Hake",1,"Reserve",64.3533560939792
"Silver_Hake",1,"Structural",24.2842853184827
"Silver_Hake",2,"Reserve",352.315089558239
"Silver_Hake",2,"Structural",132.949090399336
"Silver_Hake",3,"Reserve",868.408500578622
"Silver_Hake",3,"Structural",327.701320973065
"Silver_Hake",4,"Reserve",1550.68984667558
"Silver_Hake",4,"Structural",585.165979877576
"Silver_Hake",5,"Reserve",2328.32979892654
"Silver_Hake",5,"Structural",878.615018462845
"Silver_Hake",6,"Reserve",3141.06718280882
"Silver_Hake",6,"Structural",1185.30837087125
"Silver_Hake",7,"Reserve",3944.14718496192
"Silver_Hake",7,"Structural",1488.35742828752
"Silver_Hake",8,"Reserve",4707.52939507317
"Silver_Hake",8,"Structural",1776.42618682006
"Silver_Hake",9,"Reserve",5413.16199157762
"Silver_Hake",9,"Structural",2042.70263833118
"Silver_Hake",10,"Reserve",6051.95908477394
"Silver_Hake",10,"Structural",2283.75814519771
"Small_Whale",1,"Reserve",1912508.09554769
"Small_Whale",1,"Structural",721701.168131205
"Small_Whale",2,"Reserve",1917744.812838
"Small_Whale",2,"Structural",723677.287863398
"Small_Whale",3,"Reserve",1917749.59246319
"Small_Whale",3,"Structural",723679.091495543
"Small_Whale",4,"Reserve",1917749.59682165
"Small_Whale",4,"Structural",723679.093140244
"Small_Whale",5,"Reserve",1917749.59682562
"Small_Whale",5,"Structural",723679.093141744
"Small_Whale",6,"Reserve",1917749.59682562
"Small_Whale",6,"Structural",723679.093141745
"Small_Whale",7,"Reserve",1917749.59682562
"Small_Whale",7,"Structural",723679.093141745
"Small_Whale",8,"Reserve",1917749.59682562
"Small_Whale",8,"Structural",723679.093141745
"Small_Whale",9,"Reserve",1917749.59682562
"Small_Whale",9,"Structural",723679.093141745
"Small_Whale",10,"Reserve",1917749.59682562
"Small_Whale",10,"Structural",723679.093141745
"Smooth_Dogfish",1,"Reserve",14085.0642594143
"Smooth_Dogfish",1,"Structural",5315.11858845823
"Smooth_Dogfish",2,"Reserve",34745.5236057704
"Smooth_Dogfish",2,"Structural",13111.5183418002
"Smooth_Dogfish",3,"Reserve",51546.9568677308
"Smooth_Dogfish",3,"Structural",19451.6818368795
"Smooth_Dogfish",4,"Reserve",62548.7801182224
"Smooth_Dogfish",4,"Structural",23603.3132521594
"Smooth_Dogfish",5,"Reserve",69100.533181807
"Smooth_Dogfish",5,"Structural",26075.6728987951
"Smooth_Dogfish",6,"Reserve",72825.938914278
"Smooth_Dogfish",6,"Structural",27481.4863827464
"Smooth_Dogfish",7,"Reserve",74894.6854170649
"Smooth_Dogfish",7,"Structural",28262.1454404018
"Smooth_Dogfish",8,"Reserve",76029.2749484352
"Smooth_Dogfish",8,"Structural",28690.2924333718
"Smooth_Dogfish",9,"Reserve",76647.425043399
"Smooth_Dogfish",9,"Structural",28923.5566201506
"Smooth_Dogfish",10,"Reserve",76983.0133132603
"Smooth_Dogfish",10,"Structural",29050.1937031171
"Spiny_Dogfish",1,"Reserve",36915.3560930121
"Spiny_Dogfish",1,"Structural",13930.3230539668
"Spiny_Dogfish",2,"Reserve",79566.0308149866
"Spiny_Dogfish",2,"Structural",30024.9172886742
"Spiny_Dogfish",3,"Reserve",95788.4570794657
"Spiny_Dogfish",3,"Structural",36146.5875771569
"Spiny_Dogfish",4,"Reserve",100722.032277061
"Spiny_Dogfish",4,"Structural",38008.3140668155
"Spiny_Dogfish",5,"Reserve",102139.28542723
"Spiny_Dogfish",5,"Structural",38543.1265763131
"Spiny_Dogfish",6,"Reserve",102540.11186238
"Spiny_Dogfish",6,"Structural",38694.3818348605
"Spiny_Dogfish",7,"Reserve",102652.98078854
"Spiny_Dogfish",7,"Structural",38736.9738824681
"Spiny_Dogfish",8,"Reserve",102684.724813144
"Spiny_Dogfish",8,"Structural",38748.9527596771
"Spiny_Dogfish",9,"Reserve",102693.649655512
"Spiny_Dogfish",9,"Structural",38752.3206247217
"Spiny_Dogfish",10,"Reserve",102696.158635719
"Spiny_Dogfish",10,"Structural",38753.2674097052
"Striped_Bass",1,"Reserve",11257.4957374076
"Striped_Bass",1,"Structural",4248.11159902173
"Striped_Bass",2,"Reserve",21071.9253303485
"Striped_Bass",2,"Structural",7951.66993598055
"Striped_Bass",3,"Reserve",29348.2202226952
"Striped_Bass",3,"Structural",11074.8000840359
"Striped_Bass",4,"Reserve",35440.3067274686
"Striped_Bass",4,"Structural",13373.7006518749
"Striped_Bass",5,"Reserve",39620.9215893975
"Striped_Bass",5,"Structural",14951.2911658104
"Striped_Bass",6,"Reserve",42379.5847540321
"Striped_Bass",6,"Structural",15992.296133597
"Striped_Bass",7,"Reserve",44158.784427893
"Striped_Bass",7,"Structural",16663.6922369407
"Striped_Bass",8,"Reserve",45290.6735807437
"Striped_Bass",8,"Structural",17090.8202191486
"Striped_Bass",9,"Reserve",46004.7890309452
"Striped_Bass",9,"Structural",17360.2977475265
"Striped_Bass",10,"Reserve",46453.0342110651
"Striped_Bass",10,"Structural",17529.4468721
"Summerflounder",1,"Reserve",6262.74564381922
"Summerflounder",1,"Structural",2363.30024295065
"Summerflounder",2,"Reserve",22669.6414970406
"Summerflounder",2,"Structural",8554.58169699644
"Summerflounder",3,"Reserve",37609.4383676617
"Summerflounder",3,"Structural",14192.2408934572
"Summerflounder",4,"Reserve",47591.7859383484
"Summerflounder",4,"Structural",17959.1645050371
"Summerflounder",5,"Reserve",53477.7026192907
"Summerflounder",5,"Structural",20180.265139355
"Summerflounder",6,"Reserve",56752.8110708053
"Summerflounder",6,"Structural",21416.1551210586
"Summerflounder",7,"Reserve",58523.8343638459
"Summerflounder",7,"Structural",22084.4657976777
"Summerflounder",8,"Reserve",59467.7067234276
"Summerflounder",8,"Structural",22440.6440465765
"Summerflounder",9,"Reserve",59966.9885024022
"Summerflounder",9,"Structural",22629.0522650574
"Summerflounder",10,"Reserve",60230.0662542063
"Summerflounder",10,"Structural",22728.3268883797
"Tautog",1,"Reserve",652.358103448708
"Tautog",1,"Structural",246.172869225928
"Tautog",2,"Reserve",3441.48857814804
"Tautog",2,"Structural",1298.6749351502
"Tautog",3,"Reserve",7830.36308788462
"Tautog",3,"Structural",2954.85399542816
"Tautog",4,"Reserve",12786.2190657606
"Tautog",4,"Structural",4824.98832670212
"Tautog",5,"Reserve",17567.8026584929
"Tautog",5,"Structural",6629.3594937709
"Tautog",6,"Reserve",21790.4217614001
"Tautog",6,"Structural",8222.8006646793
"Tautog",7,"Reserve",25320.8760964802
"Tautog",7,"Structural",9555.04758357743
"Tautog",8,"Reserve",28168.8105630769
"Tautog",8,"Structural",10629.7398351234
"Tautog",9,"Reserve",30410.9910014096
"Tautog",9,"Structural",11475.8456609093
"Tautog",10,"Reserve",32146.6313554417
"Tautog",10,"Structural",12130.8042850724
"Tilefish",1,"Reserve",3281.52943282579
"Tilefish",1,"Structural",1238.31299351917
"Tilefish",2,"Reserve",18331.0929317948
"Tilefish",2,"Structural",6917.39355916786
"Tilefish",3,"Reserve",40206.3109281465
"Tilefish",3,"Structural",15172.1928030742
"Tilefish",4,"Reserve",62266.3030809681
"Tilefish",4,"Structural",23496.7181437615
"Tilefish",5,"Reserve",81125.751012117
"Tilefish",5,"Structural",30613.4909479687
"Tilefish",6,"Reserve",95881.9741474305
"Tilefish",6,"Structural",36181.8770367662
"Tilefish",7,"Reserve",106842.78577216
"Tilefish",7,"Structural",40318.0323668529
"Tilefish",8,"Reserve",114726.942283579
"Tilefish",8,"Structural",43293.1857673883
"Tilefish",9,"Reserve",120282.966220832
"Tilefish",9,"Structural",45389.798573899
"Tilefish",10,"Reserve",124146.425861504
"Tilefish",10,"Structural",46847.7078722657
"Tooth_Whale",1,"Reserve",113671927.194036
"Tooth_Whale",1,"Structural",42895066.8656739
"Tooth_Whale",2,"Reserve",113983176.985838
"Tooth_Whale",2,"Structural",43012519.6172975
"Tooth_Whale",3,"Reserve",113983461.067881
"Tooth_Whale",3,"Structural",43012626.8180682
"Tooth_Whale",4,"Reserve",113983461.32693
"Tooth_Whale",4,"Structural",43012626.9158228
"Tooth_Whale",5,"Reserve",113983461.327167
"Tooth_Whale",5,"Structural",43012626.9159119
"Tooth_Whale",6,"Reserve",113983461.327167
"Tooth_Whale",6,"Structural",43012626.915912
"Tooth_Whale",7,"Reserve",113983461.327167
"Tooth_Whale",7,"Structural",43012626.915912
"Tooth_Whale",8,"Reserve",113983461.327167
"Tooth_Whale",8,"Structural",43012626.915912
"Tooth_Whale",9,"Reserve",113983461.327167
"Tooth_Whale",9,"Structural",43012626.915912
"Tooth_Whale",10,"Reserve",113983461.327167
"Tooth_Whale",10,"Structural",43012626.915912
"Tunas",1,"Reserve",157102.634001619
"Tunas",1,"Structural",59284.0128307996
"Tunas",2,"Reserve",239961.457405222
"Tunas",2,"Structural",90551.4933604612
"Tunas",3,"Reserve",261714.943658445
"Tunas",3,"Structural",98760.3560975264
"Tunas",4,"Reserve",266740.505016728
"Tunas",4,"Structural",100656.794345935
"Tunas",5,"Reserve",267870.509236252
"Tunas",5,"Structural",101083.211032548
"Tunas",6,"Reserve",268123.079037752
"Tunas",6,"Structural",101178.520391604
"Tunas",7,"Reserve",268179.456487522
"Tunas",7,"Structural",101199.794900952
"Tunas",8,"Reserve",268192.037067953
"Tunas",8,"Structural",101204.542289793
"Tunas",9,"Reserve",268194.844228204
"Tunas",9,"Structural",101205.601595549
"Tunas",10,"Reserve",268195.470592976
"Tunas",10,"Structural",101205.837959613
"Turtle",1,"Reserve",1222582.38862522
"Turtle",1,"Structural",461351.844764235
"Turtle",2,"Reserve",1226773.84537805
"Turtle",2,"Structural",462933.526557753
"Turtle",3,"Reserve",1226778.33595382
"Turtle",3,"Structural",462935.221114649
"Turtle",4,"Reserve",1226778.34075921
"Turtle",4,"Structural",462935.222928003
"Turtle",5,"Reserve",1226778.34076435
"Turtle",5,"Structural",462935.222929943
"Turtle",6,"Reserve",1226778.34076436
"Turtle",6,"Structural",462935.222929945
"Turtle",7,"Reserve",1226778.34076436
"Turtle",7,"Structural",462935.222929945
"Turtle",8,"Reserve",1226778.34076436
"Turtle",8,"Structural",462935.222929945
"Turtle",9,"Reserve",1226778.34076436
"Turtle",9,"Structural",462935.222929945
"Turtle",10,"Reserve",1226778.34076436
"Turtle",10,"Structural",462935.222929945
"White_Hake",1,"Reserve",160.307662058662
"White_Hake",1,"Structural",60.4934573806271
"White_Hake",2,"Reserve",1038.82461065077
"White_Hake",2,"Structural",392.009287038025
"White_Hake",3,"Reserve",2929.91624589253
"White_Hake",3,"Structural",1105.62877203492
"White_Hake",4,"Reserve",5886.68259982433
"White_Hake",4,"Structural",2221.38966031107
"White_Hake",5,"Reserve",9832.04490044042
"White_Hake",5,"Structural",3710.20562280771
"White_Hake",6,"Reserve",14623.1230520361
"White_Hake",6,"Structural",5518.15964227776
"White_Hake",7,"Reserve",20090.3420912679
"White_Hake",7,"Structural",7581.26116651617
"White_Hake",8,"Reserve",26060.9192415149
"White_Hake",8,"Structural",9834.30914774145
"White_Hake",9,"Reserve",32372.3715904507
"White_Hake",9,"Structural",12215.9892794154
"White_Hake",10,"Reserve",38879.6195046502
"White_Hake",10,"Structural",14671.5545300567
"Windowpane",1,"Reserve",577.525356811443
"Windowpane",1,"Structural",217.934096909979
"Windowpane",2,"Reserve",2053.84187941247
"Windowpane",2,"Structural",775.034671476403
"Windowpane",3,"Reserve",3438.53184431198
"Windowpane",3,"Structural",1297.55918653282
"Windowpane",4,"Reserve",4407.16348588878
"Windowpane",4,"Structural",1663.08056071275
"Windowpane",5,"Reserve",5007.41850490835
"Windowpane",5,"Structural",1889.59188864466
"Windowpane",6,"Reserve",5358.47629509483
"Windowpane",6,"Structural",2022.06652645088
"Windowpane",7,"Reserve",5557.81258802853
"Windowpane",7,"Structural",2097.28776906737
"Windowpane",8,"Reserve",5669.24597158004
"Windowpane",8,"Structural",2139.33810248303
"Windowpane",9,"Reserve",5731.01919660173
"Windowpane",9,"Structural",2162.64875343462
"Windowpane",10,"Reserve",5765.10768925615
"Windowpane",10,"Structural",2175.51233556836
"Winter_Skate",1,"Reserve",16321.7371460008
"Winter_Skate",1,"Structural",6159.1460928305
"Winter_Skate",2,"Reserve",63352.2506361568
"Winter_Skate",2,"Structural",23906.5096740214
"Winter_Skate",3,"Reserve",109901.341420929
"Winter_Skate",3,"Structural",41472.2043097845
"Winter_Skate",4,"Reserve",143292.225764732
"Winter_Skate",4,"Structural",54072.538024427
"Winter_Skate",5,"Reserve",164248.654835373
"Winter_Skate",5,"Structural",61980.6244661784
"Winter_Skate",6,"Reserve",176586.997708177
"Winter_Skate",6,"Structural",66636.6029087458
"Winter_Skate",7,"Reserve",183618.010896286
"Winter_Skate",7,"Structural",69289.8154325609
"Winter_Skate",8,"Reserve",187556.128679825
"Winter_Skate",8,"Structural",70775.8976150283
"Winter_Skate",9,"Reserve",189741.536685167
"Winter_Skate",9,"Structural",71600.579881195
"Winter_Skate",10,"Reserve",190948.21344183
"Winter_Skate",10,"Structural",72055.9296006907
"Winterflounder",1,"Reserve",4906.45810920517
"Winterflounder",1,"Structural",1851.49362611516
"Winterflounder",2,"Reserve",13024.7502711238
"Winterflounder",2,"Structural",4915.00010231086
"Winterflounder",3,"Reserve",17793.8635152648
"Winterflounder",3,"Structural",6714.66547745841
"Winterflounder",4,"Reserve",19956.3919403665
"Winterflounder",4,"Structural",7530.71393976093
"Winterflounder",5,"Reserve",20855.6243283661
"Winterflounder",5,"Structural",7870.04691636458
"Winterflounder",6,"Reserve",21217.7204104534
"Winterflounder",6,"Structural",8006.6869473409
"Winterflounder",7,"Reserve",21361.7318580057
"Winterflounder",7,"Structural",8061.03088981346
"Winterflounder",8,"Reserve",21418.7308965201
"Winterflounder",8,"Structural",8082.53996095098
"Winterflounder",9,"Reserve",21441.2479433882
"Winterflounder",9,"Structural",8091.03695976915
"Winterflounder",10,"Reserve",21450.1364675437
"Winterflounder",10,"Structural",8094.39111982781
"Witchflounder",1,"Reserve",287.125493470871
"Witchflounder",1,"Structural",108.349242819197
"Witchflounder",2,"Reserve",1520.53637685311
"Witchflounder",2,"Structural",573.787312020041
"Witchflounder",3,"Reserve",3471.44073325379
"Witchflounder",3,"Structural",1309.97763519011
"Witchflounder",4,"Reserve",5685.49134392116
"Witchflounder",4,"Structural",2145.46843166836
"Witchflounder",5,"Reserve",7831.9974900212
"Witchflounder",5,"Structural",2955.47075095139
"Witchflounder",6,"Reserve",9736.29536046717
"Witchflounder",6,"Structural",3674.07372093101
"Witchflounder",7,"Reserve",11335.4165483852
"Witchflounder",7,"Structural",4277.51567863592
"Witchflounder",8,"Reserve",12630.7784457006
"Witchflounder",8,"Structural",4766.33148894362
"Witchflounder",9,"Reserve",13654.6918114565
"Witchflounder",9,"Structural",5152.71389111566
"Witchflounder",10,"Reserve",14450.3272903467
"Witchflounder",10,"Structural",5452.95369447047
"Wolffish",1,"Reserve",390.644339223943
"Wolffish",1,"Structural",147.412958197714
"Wolffish",2,"Reserve",2402.5549640769
"Wolffish",2,"Structural",906.624514745998
"Wolffish",3,"Reserve",6478.4345496334
"Wolffish",3,"Structural",2444.69228288053
"Wolffish",4,"Reserve",12493.06251497
"Wolffish",4,"Structural",4714.36321319624
"Wolffish",5,"Reserve",20084.2886587045
"Wolffish",5,"Structural",7578.97685234133
"Wolffish",6,"Reserve",28819.3339537867
"Wolffish",6,"Structural",10875.2203599195
"Wolffish",7,"Reserve",38278.9255972018
"Wolffish",7,"Structural",14444.8775838497
"Wolffish",8,"Reserve",48096.2710765056
"Wolffish",8,"Structural",18149.5362552852
"Wolffish",9,"Reserve",57971.060795101
"Wolffish",9,"Structural",21875.8719981513
"Wolffish",10,"Reserve",67670.0969924544
"Wolffish",10,"Structural",25535.88565753
"Yellowtail_Flounder",1,"Reserve",142.31883876458
"Yellowtail_Flounder",1,"Structural",53.7052221753132
"Yellowtail_Flounder",2,"Reserve",651.821425385944
"Yellowtail_Flounder",2,"Structural",245.970349202243
"Yellowtail_Flounder",3,"Reserve",1361.00294712954
"Yellowtail_Flounder",3,"Structural",513.586017784733
"Yellowtail_Flounder",4,"Reserve",2090.39621239524
"Yellowtail_Flounder",4,"Structural",788.828759394428
"Yellowtail_Flounder",5,"Reserve",2741.85566766913
"Yellowtail_Flounder",5,"Structural",1034.66251610156
"Yellowtail_Flounder",6,"Reserve",3279.97138762199
"Yellowtail_Flounder",6,"Structural",1237.72505193283
"Yellowtail_Flounder",7,"Reserve",3703.86838209986
"Yellowtail_Flounder",7,"Structural",1397.68618192448
"Yellowtail_Flounder",8,"Reserve",4027.78435137437
"Yellowtail_Flounder",8,"Structural",1519.91862316014
"Yellowtail_Flounder",9,"Reserve",4270.35138344801
"Yellowtail_Flounder",9,"Structural",1611.45335224453
"Yellowtail_Flounder",10,"Reserve",4449.52392197923
"Yellowtail_Flounder",10,"Structural",1679.06563093556
